checked_at,copyright,crop_count,date_submitted,file_description,file_name,image_type,imslp_id,publisher_information,reason,resolved_work_title,scanner,source_url,status,uploader,work_title,work_url
2026-08-31T10:38:51Z,,16,,,,,IMSLP621598,,IMSLP work page not resolved,"3 Letzter Wunsch (Faisst, Clara Mathilda)",,,needs_manual_review,,"3 Letzter Wunsch (Faisst, Clara Mathilda)",
2026-08-31T10:38:51Z,,10,,,,,IMSLP621599,,IMSLP work page not resolved,"5 In der Mondnacht (Faisst, Clara Mathilda)",,,needs_manual_review,,"5 In der Mondnacht (Faisst, Clara Mathilda)",
2026-08-31T10:38:52Z,,28,,,,,IMSLP621830,,IMSLP work page not resolved,"1 Ich glaub’, lieber Schatz (Faisst, Clara Mathilda)",,,needs_manual_review,,"1 Ich glaub’, lieber Schatz (Faisst, Clara Mathilda)",
2026-08-31T10:38:54Z,,26,,,,,IMSLP621831,,IMSLP work page not resolved,"2 Hast nicht ein einzig Mal zurückgeschaut (Faisst, Clara Mathilda)",,,needs_manual_review,,"2 Hast nicht ein einzig Mal zurückgeschaut (Faisst, Clara Mathilda)",
2026-08-31T10:38:55Z,,21,,,,,IMSLP621832,,IMSLP work page not resolved,"4 Jugend (Faisst, Clara Mathilda)",,,needs_manual_review,,"4 Jugend (Faisst, Clara Mathilda)",
2026-08-31T10:38:56Z,,5,,,,,IMSLP621841,,IMSLP work page not resolved,"1 Die Insel der Vergessenheit (Faisst, Clara Mathilda)",,,needs_manual_review,,"1 Die Insel der Vergessenheit (Faisst, Clara Mathilda)",
2026-08-31T10:38:57Z,,4,,,,,IMSLP621842,,IMSLP work page not resolved,"2 Das mitleidige Mädel (Faisst, Clara Mathilda)",,,needs_manual_review,,"2 Das mitleidige Mädel (Faisst, Clara Mathilda)",
2026-08-31T10:38:58Z,,12,,,,,IMSLP622102,,IMSLP work page not resolved,"1 Wanderlied (Faisst, Clara Mathilda)",,,needs_manual_review,,"1 Wanderlied (Faisst, Clara Mathilda)",
2026-08-31T10:38:59Z,,6,,,,,IMSLP622103,,IMSLP work page not resolved,"2 Riport a me (Piemontesisches Lied) (Faisst, Clara Mathilda)",,,needs_manual_review,,"2 Riport a me (Piemontesisches Lied) (Faisst, Clara Mathilda)",
2026-08-31T10:38:59Z,,10,,,,,IMSLP622104,,IMSLP work page not resolved,"3 Die innere Stadt (Faisst, Clara Mathilda)",,,needs_manual_review,,"3 Die innere Stadt (Faisst, Clara Mathilda)",
2026-08-31T10:39:00Z,,5,,,,,IMSLP622105,,IMSLP work page not resolved,"4 Dulde, gedulde dich fein (Faisst, Clara Mathilda)",,,needs_manual_review,,"4 Dulde, gedulde dich fein (Faisst, Clara Mathilda)",
2026-08-31T10:39:02Z,,16,,,,,IMSLP622484,,IMSLP work page not resolved,"1 Du liebe Erde (Faisst, Clara Mathilda)",,,needs_manual_review,,"1 Du liebe Erde (Faisst, Clara Mathilda)",
2026-08-31T10:39:03Z,,12,,,,,IMSLP622485,,IMSLP work page not resolved,"2 Lied der Nacht (Faisst, Clara Mathilda)",,,needs_manual_review,,"2 Lied der Nacht (Faisst, Clara Mathilda)",
2026-08-31T10:39:04Z,,24,,,,,IMSLP622486,,IMSLP work page not resolved,"3 Sehnsucht (Faisst, Clara Mathilda)",,,needs_manual_review,,"3 Sehnsucht (Faisst, Clara Mathilda)",
2026-08-31T10:39:05Z,,28,,,,,IMSLP622487,,IMSLP work page not resolved,"4 Neue Liebe (Faisst, Clara Mathilda)",,,needs_manual_review,,"4 Neue Liebe (Faisst, Clara Mathilda)",
2026-08-31T10:39:06Z,,16,,,,,IMSLP622488,,IMSLP work page not resolved,"1 Stimme eines seligen Geistes (Faisst, Clara Mathilda)",,,needs_manual_review,,"1 Stimme eines seligen Geistes (Faisst, Clara Mathilda)",
2026-08-31T10:39:06Z,,34,,,,,IMSLP62381,,IMSLP work page not resolved,"1 Ellens Gesang I, D.837 (Schubert, Franz)",,,needs_manual_review,,"1 Ellens Gesang I, D.837 (Schubert, Franz)",
2026-08-31T10:39:08Z,,38,,,,,IMSLP62382,,IMSLP work page not resolved,"2 Ellens Gesang II, D.838 (Schubert, Franz)",,,needs_manual_review,,"2 Ellens Gesang II, D.838 (Schubert, Franz)",
2026-08-31T10:39:10Z,,34,,,,,IMSLP62383,,file_id_not_rendered_on_work_page,,,,needs_manual_review,,"5 Normans Gesang, D.846 (Schubert, Franz)",
2026-08-31T10:39:12Z,,14,,,,,IMSLP624192,,IMSLP work page not resolved,"1 Quatre heures du matin (Jaëll, Marie)",,,needs_manual_review,,"1 Quatre heures du matin (Jaëll, Marie)",
2026-08-31T10:39:13Z,,34,,,,,IMSLP624193,,IMSLP work page not resolved,"2 Causeries de vagues (Jaëll, Marie)",,,needs_manual_review,,"2 Causeries de vagues (Jaëll, Marie)",
2026-08-31T10:39:14Z,,62,,,,,IMSLP624194,,IMSLP work page not resolved,"3 Les papillons (Jaëll, Marie)",,,needs_manual_review,,"3 Les papillons (Jaëll, Marie)",
2026-08-31T10:39:14Z,,3,,,,,IMSLP624196,,IMSLP work page not resolved,"5 En ramant (Jaëll, Marie)",,,needs_manual_review,,"5 En ramant (Jaëll, Marie)",
2026-08-31T10:39:15Z,Public Domain,6,2020/5/13,Complete Score,PMLP1004418-LGreger_Liebeslied.pdf,,IMSLP625359,{{P||Commissionsverlag Walter Simon|Kassel||||}},not an original Normal Scan,,{{D-Kub|1524058114414}},https://imslp.org/wiki/Special:ImagefromIndex/625359,exclude,[[User:Cypressdome|Cypressdome]],"Liebeslied (Greger, Luise)",https://imslp.org/wiki/Liebeslied_%28Greger%2C_Luise%29
2026-08-31T10:39:15Z,Public Domain,12,2020/5/14,Complete Score,PMLP1004850-Cowen_FH_Hail.pdf,,IMSLP625663,{{P||The Daily Telegraph|London||1914||}},not an original Normal Scan,,p0mbal,https://imslp.org/wiki/Special:ImagefromIndex/625663,exclude,[[User:P0mbal|P0mbal]],"Hail! (Cowen, Frederic Hymen)",https://imslp.org/wiki/Hail%21_%28Cowen%2C_Frederic_Hymen%29
2026-08-31T10:39:15Z,,14,,,,,IMSLP626307,,IMSLP work page not resolved,"The Brook (Barnard, Charlotte Alington - aka Claribel)",,,needs_manual_review,,"The Brook (Barnard, Charlotte Alington - aka Claribel)",
2026-08-31T10:39:16Z,Public Domain,6,2020/6/7,Complete Score ({{K|F}}),PMLP1011316-MVWhite_To_Mary_Fmajor.pdf,,IMSLP630163,{{P|Boosey & Hawkes|Boosey & Co.|London||||H. 3668}},not an original Normal Scan,,{{Hathi|100002508}},https://imslp.org/wiki/Special:ImagefromIndex/630163,exclude,[[User:Cypressdome|Cypressdome]],"To Mary (White, Maude Valérie)",https://imslp.org/wiki/To_Mary_%28White%2C_Maude_Val%C3%A9rie%29
2026-08-31T10:39:16Z,,46,,,,,IMSLP632171,,IMSLP work page not resolved,"1 Rêverie (Jaëll, Marie)",,,needs_manual_review,,"1 Rêverie (Jaëll, Marie)",
2026-08-31T10:39:17Z,,21,,,,,IMSLP632172,,IMSLP work page not resolved,"2 Nourmahal-la-Rousse (Jaëll, Marie)",,,needs_manual_review,,"2 Nourmahal-la-Rousse (Jaëll, Marie)",
2026-08-31T10:39:18Z,,50,,,,,IMSLP632175,,IMSLP work page not resolved,"5 Malédiction (Jaëll, Marie)",,,needs_manual_review,,"5 Malédiction (Jaëll, Marie)",
2026-08-31T10:39:19Z,,18,,,,,IMSLP632177,,IMSLP work page not resolved,"7 Le voile (Jaëll, Marie)",,,needs_manual_review,,"7 Le voile (Jaëll, Marie)",
2026-08-31T10:39:19Z,,32,,,,,IMSLP634834,,IMSLP work page not resolved,"2 Wir drei (Beach, Amy)",,,needs_manual_review,,"2 Wir drei (Beach, Amy)",
2026-08-31T10:39:20Z,,30,,,,,IMSLP634835,,IMSLP work page not resolved,"3 Juni (Beach, Amy)",,,needs_manual_review,,"3 Juni (Beach, Amy)",
2026-08-31T10:39:21Z,Public Domain,8,2020/7/19,Complete Score,PMLP1022194-score_8202.pdf,,IMSLP637242,{{P|Arthur Napoleão|Arthur Napoleão & Cia|Rio de Janeiro||||4085}},not an original Normal Scan,,{{plain|http://acervo.casadochoro.com.br/files/uploads/scores/score_8202.pdf|Casa do Choro}},https://imslp.org/wiki/Special:ImagefromIndex/637242,exclude,[[User:Lucas-coelho|Lucas-coelho]],"Noivado (Gonzaga, Chiquinha)",https://imslp.org/wiki/Noivado_%28Gonzaga%2C_Chiquinha%29
2026-08-31T10:39:21Z,,38,,,,,IMSLP637440,,IMSLP work page not resolved,"1 O Mistress Mine (Beach, Amy)",,,needs_manual_review,,"1 O Mistress Mine (Beach, Amy)",
2026-08-31T10:39:22Z,,20,,,,,IMSLP637442,,IMSLP work page not resolved,"3 Fairy Lullaby (Beach, Amy)",,,needs_manual_review,,"3 Fairy Lullaby (Beach, Amy)",
2026-08-31T10:39:23Z,Public Domain,8,2020/8/18,Complete Score,"PMLP1029941-Barns,_Ethel_-_Sleep,_weary_heart.pdf",,IMSLP642301,{{P|Boosey & Hawkes|Boosey & Co.|London||1911||883-4}},not an original Normal Scan,,|Uploader=[[User:Composer1936|Composer1936]],https://imslp.org/wiki/Special:ImagefromIndex/642301,exclude,,"Sleep, Weary Heart (Barns, Ethel)",https://imslp.org/wiki/Sleep%2C_Weary_Heart_%28Barns%2C_Ethel%29
2026-08-31T10:39:23Z,,4,,,,,IMSLP654022,,IMSLP work page not resolved,"Allons prier! (Bonis, Mel)",,,needs_manual_review,,"Allons prier! (Bonis, Mel)",
2026-08-31T10:39:23Z,,4,,,,,IMSLP656649,,IMSLP work page not resolved,"2 More Fond than Cushat Dove (Parry, Hubert)",,,needs_manual_review,,"2 More Fond than Cushat Dove (Parry, Hubert)",
2026-08-31T10:39:24Z,,18,,,,,IMSLP657998,,IMSLP work page not resolved,"The Ballad of Kingslea Mere (Rootham, Cyril)",,,needs_manual_review,,"The Ballad of Kingslea Mere (Rootham, Cyril)",
2026-08-31T10:39:25Z,Public Domain,10,2020/11/24,Complete Score,PMLP1059055-SheetMusic_4160.pdf,,IMSLP660145,{{P||Carrie Jacobs-Bond|Chicago|1900|||}},not an original Normal Scan,,{{MSUctsmc|4160}},https://imslp.org/wiki/Special:ImagefromIndex/660145,exclude,[[User:Feduol|Feduol]],"Because I Am Your Friend (Jacobs-Bond, Carrie)",https://imslp.org/wiki/Because_I_Am_Your_Friend_%28Jacobs-Bond%2C_Carrie%29
2026-08-31T10:39:25Z,Public Domain,10,2020/12/3,Complete Score,"PMLP1062108-jane_bianchi_lacy_G.809.p.-17.-_Helen,_the_words_by_Peter_Pindar.pdf",,IMSLP662011,"{{P|Mori & Lavenu|L. Lavenu, for the author|London||||}}",not an original Normal Scan,,{{BrLib}},https://imslp.org/wiki/Special:ImagefromIndex/662011,exclude,[[User:Fynnjamin|Fynnjamin]],"Helen (Bianchi Lacy, Jane)",https://imslp.org/wiki/Helen_%28Bianchi_Lacy%2C_Jane%29
2026-08-31T10:39:25Z,Public Domain,38,2021/1/11,Complete Score,PMLP1074289-Charles_Wood_-_Ethiopia_Saluting_the_Colours.pdf,,IMSLP669434,{{P|Boosey & Hawkes|Boosey & Co|London||1898||H.2180}},not an original Normal Scan,,Drootham,https://imslp.org/wiki/Special:ImagefromIndex/669434,exclude,[[User:Drootham|Drootham]],"Ethiopia Saluting the Colours (Wood, Charles)",https://imslp.org/wiki/Ethiopia_Saluting_the_Colours_%28Wood%2C_Charles%29
2026-08-31T10:39:25Z,Public Domain,16,2021/2/16,Complete score,PMLP1085253-Louisa_Gray_-_Unforgotten.pdf,,IMSLP676298,{{P|Edwin Ashdown|Ashdown & Parry|London||||4139}},not an original Normal Scan,,{{Hathi|002813107}},https://imslp.org/wiki/Special:ImagefromIndex/676298,exclude,[[User:Drootham|Drootham]],"Unforgotten (Gray, Louisa)",https://imslp.org/wiki/Unforgotten_%28Gray%2C_Louisa%29
2026-08-31T10:39:25Z,Public Domain,2,2021/2/16,Complete Score,PMLP1085264-Louisa_Gray_-_After_so_long.pdf,,IMSLP676303,{{P|J.B. Cramer|J. B. Cramer & Co|London}},not an original Normal Scan,,{{Hathi|002813106}},https://imslp.org/wiki/Special:ImagefromIndex/676303,exclude,[[User:Drootham|Drootham]],"After so long (Gray, Louisa)",https://imslp.org/wiki/After_so_long_%28Gray%2C_Louisa%29
2026-08-31T10:39:25Z,,2,,,,,IMSLP676305,,IMSLP work page not resolved,"Yes and No (Gray, Louisa)",,,needs_manual_review,,"Yes and No (Gray, Louisa)",
2026-08-31T10:39:25Z,Public Domain,14,2021/2/17,Complete Score,PMLP1085286-Louisa_Gray_-_Under_the_cliffs.pdf,,IMSLP676315,{{P|Henry Tolman|G.D. Russell & Company|Boston||||3295_5}},not an original Normal Scan,,{{Hathi|101770788}},https://imslp.org/wiki/Special:ImagefromIndex/676315,exclude,[[User:Drootham|Drootham]],"Under the Cliffs (Gray, Louisa)",https://imslp.org/wiki/Under_the_Cliffs_%28Gray%2C_Louisa%29
2026-08-31T10:39:25Z,Public Domain,20,,"Complete Score (high voice, in {{k|Gb}})",SIBLEY1802.10671.d1fc-39087013698016_L'heure_exquise.pdf,Normal Scan,IMSLP74369,"''European Songs: A Selection of Successful Songs from Foreign Sources''<br>Boston: Charles W. Homeyer & Co., 1917. Plates C.W.H. 183/4.",IMSLP exact-file record: Public Domain + Normal Scan,,,https://imslp.org/wiki/Special:ImagefromIndex/74369,candidate_pd_scan,,L'heure exquise (Poldowski),https://imslp.org/wiki/L%27heure_exquise_%28Poldowski%29
2026-08-31T10:39:27Z,Public Domain,12,,Complete Score ({{K|F}}),SIBLEY1802.9325.6abd-39087012060879score.pdf,,IMSLP75214,"{{P|Schirmer|G. Schirmer|New York|n.d.(ca.1877-78)|||2041, 2060}}",not an original Normal Scan,,,https://imslp.org/wiki/Special:ImagefromIndex/75214,exclude,,"The Lost Chord (Sullivan, Arthur)",https://imslp.org/wiki/The_Lost_Chord_%28Sullivan%2C_Arthur%29
2026-08-31T10:39:27Z,,16,,,,,IMSLP75959,,IMSLP work page not resolved,"2 Ah, Love, but a Day! (Beach, Amy)",,,needs_manual_review,,"2 Ah, Love, but a Day! (Beach, Amy)",
2026-08-31T10:39:28Z,,9,,,,,IMSLP77665,,IMSLP work page not resolved,"1 Gestillte Sehnsucht (Brahms, Johannes)",,,needs_manual_review,,"1 Gestillte Sehnsucht (Brahms, Johannes)",
2026-08-31T10:39:29Z,Public Domain,6,2010/10/3,Version in C major,PMLP163438-cowenbetterl.pdf,,IMSLP80521,"London : [[Boosey & Hawkes|Boosey & Co.]], n.d.(1890s?)",not an original Normal Scan,,{{NLA|vn3580182}},https://imslp.org/wiki/Special:ImagefromIndex/80521,exclude,[[User:Schissel|Schissel]],"The Better Land (Cowen, Frederic Hymen)",https://imslp.org/wiki/The_Better_Land_%28Cowen%2C_Frederic_Hymen%29
2026-08-31T10:39:29Z,,34,,,,,IMSLP83314,,IMSLP work page not resolved,"1 À une Fleur (Bizet, Georges)",,,needs_manual_review,,"1 À une Fleur (Bizet, Georges)",
2026-08-31T10:39:30Z,Public Domain,8,2010/10/30,Complete Score,PMLP169927-Bizet_-_Guitare.pdf,Normal Scan,IMSLP83316,''Feuilles d'album''<br>{{P|Heugel||Paris|n.d.[1866]|1866||H.3370}},IMSLP exact-file record: Public Domain + Normal Scan,,|Uploader=[[User:Massenetique|Massenetique]],https://imslp.org/wiki/Special:ImagefromIndex/83316,candidate_pd_scan,,"Guitare (Bizet, Georges)",https://imslp.org/wiki/Guitare_%28Bizet%2C_Georges%29
2026-08-31T10:39:32Z,,6,,,,,IMSLP83318,,IMSLP work page not resolved,"5 Rose d’Amour (Bizet, Georges)",,,needs_manual_review,,"5 Rose d’Amour (Bizet, Georges)",
2026-08-31T10:39:33Z,Public Domain,14,2010/10/30,Complete Score,PMLP169934-Bizet_-_Sonnet.pdf,Normal Scan,IMSLP83319,''Feuilles d'album''<br>{{P|Heugel||Paris|n.d.[1866]|1866||H.3369}},IMSLP exact-file record: Public Domain + Normal Scan,,|Uploader=[[User:Massenetique|Massenetique]],https://imslp.org/wiki/Special:ImagefromIndex/83319,candidate_pd_scan,,"Sonnet (Bizet, Georges)",https://imslp.org/wiki/Sonnet_%28Bizet%2C_Georges%29
2026-08-31T10:39:35Z,,24,,,,,IMSLP88709,,IMSLP work page not resolved,"01 Ihr Auge (Franz, Robert)",,,needs_manual_review,,"01 Ihr Auge (Franz, Robert)",
2026-08-31T10:39:36Z,,32,,,,,IMSLP89016,,IMSLP work page not resolved,"02 Nachtlied (Franz, Robert)",,,needs_manual_review,,"02 Nachtlied (Franz, Robert)",
2026-08-31T10:39:36Z,,16,,,,,IMSLP89017,,IMSLP work page not resolved,"03 Die Lotosblume (Franz, Robert)",,,needs_manual_review,,"03 Die Lotosblume (Franz, Robert)",
2026-08-31T10:39:37Z,,20,,,,,IMSLP89026,,file_id_not_rendered_on_work_page,,,,needs_manual_review,,"I will go with my father a-ploughing (Gurney, Ivor)",
2026-08-31T10:39:37Z,,12,,,,,IMSLP89287,,IMSLP work page not resolved,"09 Jagdlied (Franz, Robert)",,,needs_manual_review,,"09 Jagdlied (Franz, Robert)",
2026-08-31T10:39:38Z,,40,,,,,IMSLP89290,,IMSLP work page not resolved,"10 Schlummerlied (Franz, Robert)",,,needs_manual_review,,"10 Schlummerlied (Franz, Robert)",
2026-08-31T10:39:39Z,,12,,,,,IMSLP89292,,IMSLP work page not resolved,"11 Vöglein, wohin so schnell (Franz, Robert)",,,needs_manual_review,,"11 Vöglein, wohin so schnell (Franz, Robert)",
2026-08-31T10:39:41Z,,17,,,,,IMSLP89794,,IMSLP work page not resolved,"04 Nun holt mir eine Kanne Wein (Franz, Robert)",,,needs_manual_review,,"04 Nun holt mir eine Kanne Wein (Franz, Robert)",
2026-08-31T10:39:42Z,,12,,,,,IMSLP89795,,IMSLP work page not resolved,"05 O säh ich auf der Haide dort (Franz, Robert)",,,needs_manual_review,,"05 O säh ich auf der Haide dort (Franz, Robert)",
2026-08-31T10:39:43Z,,16,,,,,IMSLP89796,,IMSLP work page not resolved,"06 Tanzlied im Mai (Franz, Robert)",,,needs_manual_review,,"06 Tanzlied im Mai (Franz, Robert)",
2026-08-31T10:39:43Z,,17,,,,,IMSLP89797,,IMSLP work page not resolved,"07 Sonntag (Franz, Robert)",,,needs_manual_review,,"07 Sonntag (Franz, Robert)",
2026-08-31T10:39:44Z,,8,,,,,IMSLP89798,,IMSLP work page not resolved,"08 Für Einen (Franz, Robert)",,,needs_manual_review,,"08 Für Einen (Franz, Robert)",
2026-08-31T10:39:45Z,Public Domain,2,2011/2/4,Complete Score,PMLP189385-Satie_-_Chez_le_Docteur_(voice_and_piano).pdf,,IMSLP92046,Paris: {{NoPubID|1906}},not an original Normal Scan,,|Uploader=[[User:Daphnis|Daphnis]],https://imslp.org/wiki/Special:ImagefromIndex/92046,exclude,,"Chez le docteur (Satie, Erik)",https://imslp.org/wiki/Chez_le_docteur_%28Satie%2C_Erik%29
2026-08-31T10:39:45Z,,15,,,,,IMSLP97202,,file_id_not_rendered_on_work_page,,,,needs_manual_review,,"4 To Daffodils (Delius, Frederick)",
